row,id,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
3069.000,,Grandad,0.719,0.836,204827,0.395,1.40E-05,3.000,0.0694,-12.015,1.000,0.0336,104.058,3,,0.575
3070.000,,Puppy Love,0.537,0.191,184800,0.664,1.23E-06,1.000,0.353,-4.125,1.000,0.0456,203.822,3,,0.545
3071.000,,Girl You Know It's True,0.00769,0.771,197933,0.812,0.0013,10.000,0.37,-6.113,0.000,0.133,97.721,4,,0.524
3072.000,,Mysterious Girl,0.0588,0.653,216613,0.748,0,10.000,0.194,-6.323,0.000,0.211,172.008,4,,0.809
3073.000,,Every Loser Wins,0.721,0.366,191009,0.363,0.000636,3.000,0.154,-9.768,1.000,0.0288,132.758,4,,0.262
3074.000,,MMMBop,0.00513,0.685,267947,0.948,0.00347,9.000,0.17,-5.182,1.000,0.0457,104.881,4,,0.627
3075.000,,I'd Do Anything For Love (But I Won't Do That),0.677,0.423,322933,0.655,0,2.000,0.317,-5.374,1.000,0.0812,103.72,4,,0.298
3076.000,,"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",0.483,0.687,152400,0.724,0,7.000,0.057,-4.206,1.000,0.069,139.705,4,,0.974
3077.000,,Hoochie Mama,0.00141,0.895,179000,0.883,0.000383,7.000,0.274,-8.919,1.000,0.216,131.644,4,,0.893
3078.000,,Rockstar,0.0459,0.616,252040,0.91,0,0.000,0.343,-3.004,1.000,0.0386,144.073,4,,0.684
3079.000,,Miracles,0.288,0.668,312640,0.897,0,6.000,0.513,-3.982,1.000,0.255,95.952,4,,0.512
3080.000,,Fuck You Bitch,0.0364,0.549,202787,0.576,1.94E-06,9.000,0.147,-6.282,1.000,0.0263,118.709,3,,0.462
3081.000,,Fog On the Tyne,0.141,0.615,203067,0.403,0,0.000,0.0706,-17.264,1.000,0.102,80.171,4,,0.707
3082.000,,Cha Cha Slide,0.0423,0.854,222080,0.903,0.00576,11.000,0.316,-6.821,0.000,0.147,131.02,4,,0.818
3083.000,,How You Remind Me - LP Mix,0.00135,0.446,223840,0.764,0,10.000,0.099,-5.042,1.000,0.033,172.094,4,,0.52
3084.000,,Burn It To The Ground,0.000204,0.614,211067,0.873,0.504,11.000,0.346,-6.353,1.000,0.0616,132.074,4,,0.615
3085.000,,If Today Was Your Last Day,8.67E-05,0.485,249067,0.911,0,3.000,0.092,-5.749,1.000,0.0355,89.956,4,,0.55
3086.000,,When We Stand Together,0.000102,0.446,190787,0.9,1.89E-05,10.000,0.0404,-3.541,0.000,0.0489,187.961,4,,0.884
3087.000,,Fuck Kd,0.0707,0.947,150152,0.829,0,9.000,0.28,-5.337,0.000,0.361,129.991,4,,0.837
3088.000,,Now I Do What I Want,0.17,0.466,183484,0.72,0,9.000,0.315,-6.105,1.000,0.348,139.87,4,,0.393
3089.000,,300 Violin Orchestra,0.342,0.591,178026,0.75,0.363,1.000,0.0804,-6.599,0.000,0.0479,149.931,4,,0.38
3090.000,,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],0.00574,0.682,192000,0.812,0,1.000,0.0553,-2.691,0.000,0.118,104.891,4,,0.347
3091.000,,Party Monster,0.181,0.585,249213,0.612,1.03E-05,1.000,0.293,-8.341,1.000,0.0806,77.487,4,,0.173
3092.000,,U got 2 believe,0.00194,0.616,208332,0.908,0.00235,10.000,0.0345,-6.867,0.000,0.0551,92.984,4,,0.81
3093.000,,Sah,0.626,0.682,224000,0.518,0.43,8.000,0.0552,-10.089,1.000,0.227,118.539,4,,0.963
3094.000,,Oh Devil,0.119,0.904,217587,0.517,0.0147,7.000,0.176,-7.287,0.000,0.0598,96.999,4,,0.722
3095.000,,Shut Up and Dance,0.00701,0.578,199080,0.866,0,1.000,0.257,-3.804,1.000,0.0619,128.038,4,,0.619
3096.000,,Anna Sun,0.00173,0.472,321280,0.844,0,10.000,0.24,-6.578,1.000,0.054,140.034,4,,0.343
3097.000,,Work This Body,0.0283,0.421,175907,0.831,0,4.000,0.464,-5.128,1.000,0.107,134.027,4,,0.489
3098.000,,Tightrope,8.39E-05,0.467,209187,0.794,0.00204,1.000,0.103,-6.174,0.000,0.0349,162.435,4,,0.577
3099.000,,Different Colors,0.000797,0.48,222053,0.826,1.01E-06,0.000,0.125,-4.602,1.000,0.0397,96,4,,0.701
3100.000,,Avalanche,0.00059,0.594,218720,0.858,3.11E-06,9.000,0.0642,-4.339,1.000,0.0387,138.021,4,,0.646
3101.000,,Jenny,0.000366,0.544,245133,0.788,0,5.000,0.141,-5.593,0.000,0.0474,148.121,4,,0.821
3102.000,,Portugal,0.00749,0.446,241253,0.881,0,2.000,0.13,-4.368,1.000,0.0545,169.889,4,,0.428
3103.000,,Quesadilla,0.0019,0.551,195280,0.732,0,9.000,0.0764,-6.081,1.000,0.0627,145.107,4,,0.628
3104.000,,Aquaman,0.51,0.63,240000,0.772,2.26E-05,1.000,0.0881,-6.986,1.000,0.0297,99.964,4,,0.714
3105.000,,Paris - Pegboard Nerds Remix,0.0202,0.333,174240,0.913,0,2.000,0.146,-3.722,1.000,0.0808,99.889,4,,0.129
3106.000,,Quit You - Wuki Remix,0.00363,0.743,259889,0.889,0.143,10.000,0.383,-5.567,1.000,0.0409,103.963,4,,0.186
3107.000,,Don't Let Me Down - Zomboy Remix,0.00087,0.465,265600,0.953,0.0146,8.000,0.226,-4.684,0.000,0.295,160.064,4,,0.554
3108.000,,Faded - Slushii Remix,0.0316,0.68,211853,0.725,1.81E-05,6.000,0.112,-3.92,1.000,0.0611,140.048,4,,0.26
3109.000,,Can't Get Enough - Pegboard Nerds Remix,0.00499,0.619,245656,0.949,0.000418,6.000,0.179,-4.64,0.000,0.0658,149.935,4,,0.257
3110.000,,Light - Loosid Remix,0.0935,0.52,231667,0.809,0.0035,1.000,0.0939,-4.18,1.000,0.05,170.032,4,,0.362
3111.000,,Something Just Like This - ARMNHMR Remix,0.00262,0.484,224320,0.609,0,11.000,0.339,-5.652,0.000,0.0303,131.049,4,,0.266
3112.000,,Without U,0.0301,0.583,224092,0.891,3.25E-06,7.000,0.129,-3.495,1.000,0.447,149.843,4,,0.321
3113.000,,Hold Up,0.000461,0.562,201031,0.96,0.0383,9.000,0.716,-2.981,1.000,0.0692,159.927,4,,0.311
3114.000,,Phone Down - Dodge & Fuski Remix,0.0969,0.595,198400,0.975,0,8.000,0.102,-2.339,0.000,0.364,150.001,4,,0.183
3115.000,,Spoon Me - Slushii Remix,0.0216,0.526,216072,0.825,1.39E-06,5.000,0.426,-3.506,0.000,0.0875,150.181,4,,0.108
3116.000,,Scared To Be Lonely (Conro Remix),0.178,0.501,202839,0.683,2.70E-06,1.000,0.385,-4.261,0.000,0.0651,154.901,4,,0.307
3117.000,,Let It Go - Scott Melker & Mister Gray Remix,0.00217,0.639,296276,0.978,0.112,11.000,0.0838,-2.376,1.000,0.073,144.986,4,,0.494
3118.000,,"Call On Me - EDWYNN X TIKAL, Spirix Remix",0.0541,0.646,160408,0.714,0,0.000,0.134,-6.511,1.000,0.0378,97.957,4,,0.589
3119.000,,Aamon,0.00499,0.595,224000,0.837,0.0359,1.000,0.101,-6.011,1.000,0.0696,149.964,4,,0.331
3120.000,,Hey Baby - Steve Aoki Remix,0.00231,0.624,206013,0.971,0.121,6.000,0.255,-0.935,0.000,0.0643,102.003,4,,0.442
3121.000,,Brightside - Borgeous Remix,0.000586,0.528,245053,0.879,0.00489,6.000,0.0432,-5.891,0.000,0.12,128.268,4,,0.327
3122.000,,Like A Bitch - Kill The Noise Remix,0.00106,0.584,274404,0.932,0.00269,1.000,0.129,-3.501,1.000,0.333,74.976,4,,0.211
3123.000,,Candy,0.0877,0.894,182182,0.892,0.00167,1.000,0.0528,-2.663,1.000,0.131,110.041,4,,0.867
3124.000,,Habit - Dack Janiels & Wenzday Remix,0.00857,0.637,207200,0.935,0.00399,0.000,0.214,-2.467,1.000,0.107,150.082,4,,0.47
3125.000,,First Contact,0.00164,0.557,185600,0.992,0.677,1.000,0.0913,-2.735,1.000,0.133,150.011,4,,0.623
3126.000,,I Wanna Get Better,0.00281,0.446,204520,0.915,3.87E-05,9.000,0.218,-6.221,1.000,0.141,190.013,4,,0.402
3127.000,4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,0.00346,0.518,247427,0.784,0.00187,2.000,0.171,-5.659,1.000,0.0524,124.102,,https://api.spotify.com/v1/tracks/4h8VwCb1MTGoLKueQ1WgbD,0.588
3128.000,6poaggkSYGIoUjyuippcQ2,Northern Soul,0.0293,0.563,335853,0.546,0.00018,5.000,0.173,-11.137,0.000,0.0659,127.994,,https://api.spotify.com/v1/tracks/6poaggkSYGIoUjyuippcQ2,0.125
3129.000,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,0.0275,0.646,203000,0.741,0,5.000,0.312,-4.973,0.000,0.034,123.077,,https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP,0.571
3130.000,5xCKDXzh2JPFFcyHr39ROH,Piece Of Me,0.00721,0.678,187510,0.917,0,5.000,0.269,-2.318,0.000,0.0796,121.962,,https://api.spotify.com/v1/tracks/5xCKDXzh2JPFFcyHr39ROH,0.7
3131.000,3L6nSOjM4pBdArNQvSbWvO,Give Me,0.157,0.899,187794,0.371,0.00193,6.000,0.108,-12.654,1.000,0.0676,124.027,,https://api.spotify.com/v1/tracks/3L6nSOjM4pBdArNQvSbWvO,0.604
3132.000,2U0pVx4m1Kdm1Gsjjm6iq8,Strangers,0.0134,0.577,204213,0.691,3.43E-06,0.000,0.124,-7.437,0.000,0.0393,129.984,,https://api.spotify.com/v1/tracks/2U0pVx4m1Kdm1Gsjjm6iq8,0.507
3133.000,6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,0.00664,0.635,202500,0.9,0.0145,0.000,0.37,-3.719,0.000,0.0377,127.978,,https://api.spotify.com/v1/tracks/6RnkFd8Fqqgk1Uni8RgqCQ,0.15
3134.000,04ZBBOl3AoCBY1A3CTKZLn,Promises - Skrillex & Nero Remix,0.00378,0.533,268680,0.835,0.000145,9.000,0.0664,-3.223,0.000,0.0449,140.012,,https://api.spotify.com/v1/tracks/04ZBBOl3AoCBY1A3CTKZLn,0.181
3135.000,7vLIj2GVAeYrohv8p0JjF0,Sunrise,0.0336,0.427,198224,0.695,3.96E-06,0.000,0.117,-4.628,1.000,0.0435,128.118,,https://api.spotify.com/v1/tracks/7vLIj2GVAeYrohv8p0JjF0,0.226
3136.000,6dfXwa0dI1sBm4CIePuOYM,Levels,0.0418,0.621,338867,0.839,0.836,1.000,0.312,-6.522,0.000,0.0348,126.022,,https://api.spotify.com/v1/tracks/6dfXwa0dI1sBm4CIePuOYM,0.404
3137.000,7ir1tVqAtNjctvteJPw5MF,Cola,0.0245,0.706,223869,0.74,0.512,6.000,0.135,-7.904,1.000,0.0325,122.007,,https://api.spotify.com/v1/tracks/7ir1tVqAtNjctvteJPw5MF,0.444
3138.000,4BKlUinuIllRwKce1DAY0P,Sweet Dreams (feat. Kaleena Zanders),0.0375,0.549,159375,0.963,7.47E-06,3.000,0.429,-1.182,1.000,0.0594,128.051,,https://api.spotify.com/v1/tracks/4BKlUinuIllRwKce1DAY0P,0.422
3139.000,5K09638EBQjVMrZYXA89aC,Alone (Calvin Harris Remix) (Feat. Stefflon Don),0.137,0.829,199199,0.819,0.00792,2.000,0.282,-3.43,0.000,0.131,123.944,,https://api.spotify.com/v1/tracks/5K09638EBQjVMrZYXA89aC,0.35
3140.000,48qF1yaxtfOga12D6xR0Im,Alone (Slushii Remix),0.0307,0.614,259212,0.956,0.00316,7.000,0.0854,-2.693,0.000,0.057,150.05,,https://api.spotify.com/v1/tracks/48qF1yaxtfOga12D6xR0Im,0.199
3141.000,7crMiinWx373rNBZBaVske,Closer (feat. Halsey),0.415,0.736,245507,0.541,0,8.000,0.11,-5.597,1.000,0.0297,94.962,,https://api.spotify.com/v1/tracks/7crMiinWx373rNBZBaVske,0.662
3142.000,19XDJlw6WxC4XOKC1LGKid,Drowning - Avicii Remix,0.0365,0.534,204322,0.849,0.00231,11.000,0.379,-7.148,1.000,0.036,126.941,,https://api.spotify.com/v1/tracks/19XDJlw6WxC4XOKC1LGKid,0.281
3143.000,3zU9rdflI65tK4dkkNSp77,Heroes (we could be),0.0305,0.503,210013,0.748,0,5.000,0.343,-4.124,1.000,0.0619,125.896,,https://api.spotify.com/v1/tracks/3zU9rdflI65tK4dkkNSp77,0.356
3144.000,1vvNmPOiUuyCbgWmtc6yfm,My Way,0.0935,0.819,219160,0.913,3.72E-05,4.000,0.161,-3.059,0.000,0.0427,119.989,,https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm,0.536
3145.000,1mvghSCONexEGEuSJVbnsT,Flames - David Guetta Remix,0.0388,0.707,368150,0.629,0.149,5.000,0.0589,-6.065,0.000,0.0457,123.021,,https://api.spotify.com/v1/tracks/1mvghSCONexEGEuSJVbnsT,0.102
3146.000,6WbADFqMvR8N5u0BvtsWQE,Without You (feat. Sandro Cavazza),0.00179,0.652,181673,0.855,0,2.000,0.0404,-4.832,1.000,0.0441,134.009,,https://api.spotify.com/v1/tracks/6WbADFqMvR8N5u0BvtsWQE,0.279
3147.000,2G0xaYcKwIaY0i6FDAVbpU,Who You Are (feat. MIO),0.0724,0.695,195000,0.827,0,2.000,0.0927,-3.13,1.000,0.0379,119.957,,https://api.spotify.com/v1/tracks/2G0xaYcKwIaY0i6FDAVbpU,0.681
3148.000,0JiVRyTJcJnmlwCZ854K4p,Alone,0.186,0.676,161200,0.929,0.000405,10.000,0.121,-3.194,1.000,0.0458,97.019,,https://api.spotify.com/v1/tracks/0JiVRyTJcJnmlwCZ854K4p,0.157
3149.000,61b7m8jNskWINV4yZCaflc,Nobody Like You - Sun Soaked Mix,0.492,0.62,240796,0.569,0.592,7.000,0.15,-10.041,0.000,0.0642,120.968,,https://api.spotify.com/v1/tracks/61b7m8jNskWINV4yZCaflc,0.0574
3150.000,64fwanXDvwmsQrLsDSVHMv,Crazy,0.435,0.764,153391,0.762,8.30E-05,11.000,0.105,-5.092,0.000,0.125,114.966,,https://api.spotify.com/v1/tracks/64fwanXDvwmsQrLsDSVHMv,0.447
3151.000,6jq6rcOikCZAmjliAgAmfT,Light,0.0857,0.57,239853,0.763,2.49E-06,1.000,0.0932,-4.137,1.000,0.0573,150.088,,https://api.spotify.com/v1/tracks/6jq6rcOikCZAmjliAgAmfT,0.43
3152.000,5hZz0GjweCU7v0u5VU6KlT,Chemicals (feat. Thomas Troelsen),0.0344,0.529,222075,0.955,4.55E-05,10.000,0.353,-2.59,0.000,0.0794,125.988,,https://api.spotify.com/v1/tracks/5hZz0GjweCU7v0u5VU6KlT,0.0893
3153.000,1snNAXmmPXCn0dkF9DaPWw,You & Me - Flume Remix,0.377,0.601,282813,0.393,0.0002,10.000,0.132,-6.879,0.000,0.0253,75.031,,https://api.spotify.com/v1/tracks/1snNAXmmPXCn0dkF9DaPWw,0.27
3154.000,0ct6r3EGTcMLPtrXHDvVjc,The Nights,0.0166,0.527,176658,0.835,0,6.000,0.249,-5.298,1.000,0.0433,125.983,,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,0.654
3155.000,5YzaostcCu9Sgp5T7bFuX3,Juvenile,0.00393,0.63,203693,0.554,0.829,9.000,0.145,-9.675,0.000,0.0256,127.013,,https://api.spotify.com/v1/tracks/5YzaostcCu9Sgp5T7bFuX3,0.119
3156.000,57p8CBvPOxrvyCbn6ttl5r,Would You Ever,0.0079,0.653,234286,0.91,0,10.000,0.318,-3.36,1.000,0.0566,126.047,,https://api.spotify.com/v1/tracks/57p8CBvPOxrvyCbn6ttl5r,0.0921
3157.000,4BLEnHP1FInl1u3xAbgI4n,Lullaby,0.0267,0.626,160184,0.8,0.000138,1.000,0.0623,-3.988,0.000,0.035,127.966,,https://api.spotify.com/v1/tracks/4BLEnHP1FInl1u3xAbgI4n,0.258
3158.000,0UMLejbZXf7YVgnfxURvVr,Ignite (feat. SEUNGRI),0.0204,0.575,210288,0.866,6.39E-06,8.000,0.188,-4.299,0.000,0.246,179.869,,https://api.spotify.com/v1/tracks/0UMLejbZXf7YVgnfxURvVr,0.486
3159.000,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,0.000972,0.707,206413,0.924,0.00703,7.000,0.204,-2.842,1.000,0.031,127.937,,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,0.919
3160.000,0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),0.069,0.599,245041,0.803,0.137,0.000,0.129,-3.641,0.000,0.0986,126.057,,https://api.spotify.com/v1/tracks/0lHAMNU8RGiIObScrsRgmP,0.233
3161.000,6lD9nDl7jBUSIPDMAMZjuD,Anywhere,0.0162,0.717,205250,0.872,1.99E-06,11.000,0.205,-3.279,1.000,0.0357,120.026,,https://api.spotify.com/v1/tracks/6lD9nDl7jBUSIPDMAMZjuD,0.61
3162.000,1A758iwqjvHeUqixVwHr90,Harder,0.232,0.606,193752,0.806,2.46E-05,7.000,0.457,-3.755,0.000,0.0589,126.039,,https://api.spotify.com/v1/tracks/1A758iwqjvHeUqixVwHr90,0.294
3163.000,24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),0.197,0.573,212560,0.929,0.000112,8.000,0.0567,-3.942,0.000,0.109,127.934,,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,0.582
3164.000,69mZz5OxHiRyDf1XB1iL9X,Giants - Dankann Remix,0.0315,0.441,219375,0.976,3.33E-05,4.000,0.252,-1.808,0.000,0.0782,127.941,,https://api.spotify.com/v1/tracks/69mZz5OxHiRyDf1XB1iL9X,0.167
3165.000,64VzxgaIpjB52YUtsF9St7,If I Lose Myself - Alesso vs OneRepublic,0.198,0.518,213480,0.829,5.57E-06,2.000,0.13,-3.322,1.000,0.0414,125.991,,https://api.spotify.com/v1/tracks/64VzxgaIpjB52YUtsF9St7,0.149
3166.000,3DNE6c8U1fNreWOAkOqiXW,Golden,0.00393,0.466,212813,0.894,0,9.000,0.15,-4.67,1.000,0.066,128.133,,https://api.spotify.com/v1/tracks/3DNE6c8U1fNreWOAkOqiXW,0.186
3167.000,35eDC4sKVDU1BGNHhbNbCP,Walls,0.0256,0.454,255234,0.726,7.86E-05,9.000,0.0604,-5.482,1.000,0.035,127.926,,https://api.spotify.com/v1/tracks/35eDC4sKVDU1BGNHhbNbCP,0.0971
3168.000,6YUTL4dYpB9xZO5qExPf05,Summer,0.0211,0.596,222533,0.856,0.0178,4.000,0.141,-3.556,0.000,0.0346,127.949,,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,0.743
3169.000,6RXdg3NwyLU5pHUwkZq6VA,Us,0.00896,0.643,195333,0.87,3.66E-05,11.000,0.0584,-5.035,1.000,0.0567,124.961,,https://api.spotify.com/v1/tracks/6RXdg3NwyLU5pHUwkZq6VA,0.193
3170.000,2iS2s9oYpEmUzrAHPmqBHy,My Love,0.000139,0.816,262000,0.601,0.611,8.000,0.0636,-7.641,1.000,0.0512,120.008,,https://api.spotify.com/v1/tracks/2iS2s9oYpEmUzrAHPmqBHy,0.729
3171.000,4R83vyqZAR3ZVotFnwMa4r,Gotta Know,0.0155,0.638,220800,0.881,0.0158,3.000,0.24,-4.157,0.000,0.0433,124.976,,https://api.spotify.com/v1/tracks/4R83vyqZAR3ZVotFnwMa4r,0.207
3172.000,7gHs73wELdeycvS48JfIos,Faded,0.0291,0.589,212627,0.651,3.20E-06,6.000,0.111,-5.097,1.000,0.0306,90.011,,https://api.spotify.com/v1/tracks/7gHs73wELdeycvS48JfIos,0.166
3173.000,0w75KG0DuLDi6tdHmEMovD,Don't Let Me Down (feat. Daya),0.19,0.534,208667,0.868,0.00318,11.000,0.148,-5.057,1.000,0.206,159.757,,https://api.spotify.com/v1/tracks/0w75KG0DuLDi6tdHmEMovD,0.406
3174.000,5wldXGLEOoRXxMWJ8rIUWE,Lean On,0.00346,0.723,176561,0.809,0.00123,7.000,0.565,-3.081,0.000,0.0625,98.007,,https://api.spotify.com/v1/tracks/5wldXGLEOoRXxMWJ8rIUWE,0.274
3175.000,2E5amaomMJkbkOe2TAkhD4,No Words (feat. Belle Humble),0.169,0.46,227344,0.728,0.000199,5.000,0.66,-4.162,1.000,0.0376,127.991,,https://api.spotify.com/v1/tracks/2E5amaomMJkbkOe2TAkhD4,0.142
3176.000,6F3rgQfSns1slUnMfHXjOA,Sweet Memories,0.0268,0.624,157452,0.923,0.000228,9.000,0.0509,-5.449,0.000,0.0335,124.994,,https://api.spotify.com/v1/tracks/6F3rgQfSns1slUnMfHXjOA,0.402
3177.000,1y3rONGjS9zSss6ALT0Amg,Turn It Down (with Rebecca & Fiona),0.0028,0.488,312600,0.667,0.0282,5.000,0.351,-7.393,0.000,0.0478,127.021,,https://api.spotify.com/v1/tracks/1y3rONGjS9zSss6ALT0Amg,0.33
3178.000,7pstxLUhvsJC3M4TxHe2aI,Carry You Home,0.0308,0.518,192731,0.724,0,8.000,0.116,-6.327,1.000,0.0839,121.884,,https://api.spotify.com/v1/tracks/7pstxLUhvsJC3M4TxHe2aI,0.334
3179.000,5olBxXW4nmHm54xh1nolCM,My Own Hymn,0.104,0.632,228640,0.54,0.0241,9.000,0.128,-10.968,0.000,0.0335,127.968,,https://api.spotify.com/v1/tracks/5olBxXW4nmHm54xh1nolCM,0.154
3180.000,6xTU6B6nFwKKTSZ9ySXS80,Remind Me to Forget,0.158,0.689,217293,0.505,0,0.000,0.138,-6.389,1.000,0.0933,99.017,,https://api.spotify.com/v1/tracks/6xTU6B6nFwKKTSZ9ySXS80,0.312
3181.000,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,0.0391,0.552,204360,0.831,2.93E-06,8.000,0.0632,-5.217,1.000,0.0298,129.889,,https://api.spotify.com/v1/tracks/5GjnIpUlLGEIYk052ISOw9,0.144
3182.000,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,2.86E-05,0.516,301920,0.906,0.000101,1.000,0.105,-4.525,1.000,0.0658,116.775,,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,0.728
3183.000,5wj4E6IsrVtn8IBJQOd0Cl,Wonderwall - Remastered,0.000453,0.372,258733,0.865,0,2.000,0.234,-4.918,1.000,0.0381,174.53,,https://api.spotify.com/v1/tracks/5wj4E6IsrVtn8IBJQOd0Cl,0.478
3184.000,7ntXYU4zboGuq5ZunkrXRB,All Star,0.0395,0.731,200373,0.867,0,11.000,0.0861,-5.881,1.000,0.032,104.019,,https://api.spotify.com/v1/tracks/7ntXYU4zboGuq5ZunkrXRB,0.776
3185.000,4P5KoWXOxwuobLmHXLMobV,Come As You Are,0.000182,0.505,218920,0.825,0.000948,4.000,0.0855,-5.721,0.000,0.0401,119.987,,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,0.541
3186.000,1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,0.0204,0.488,257827,0.862,0,0.000,0.359,-7.595,1.000,0.0476,104.56,,https://api.spotify.com/v1/tracks/1FkoVC85Ds3mFoK0fVqEqP,0.706
3187.000,4d9RTWdrFLVAGhdzvqxkwn,Losing My Religion,0.0943,0.7,268933,0.686,1.93E-06,9.000,0.0847,-10.338,0.000,0.0279,125.412,,https://api.spotify.com/v1/tracks/4d9RTWdrFLVAGhdzvqxkwn,0.815
3188.000,3HfB5hBU0dmBt8T0iCmH42,Creep,0.00563,0.532,235667,0.344,0.000473,7.000,0.115,-13.057,1.000,0.035,91.834,,https://api.spotify.com/v1/tracks/3HfB5hBU0dmBt8T0iCmH42,0.126
3189.000,01a0J96fRD91VnjQQUCqMK,The Kids Aren't Alright,0.00594,0.527,180160,0.941,2.89E-05,1.000,0.0641,-4.213,1.000,0.0377,99.636,,https://api.spotify.com/v1/tracks/01a0J96fRD91VnjQQUCqMK,0.793
3190.000,7yCPwWs66K8Ba5lFuU2bcx,All The Small Things,0.0122,0.439,168000,0.891,0,0.000,0.547,-4.764,1.000,0.057,148.599,,https://api.spotify.com/v1/tracks/7yCPwWs66K8Ba5lFuU2bcx,0.695
3191.000,5PsUB0ISfQxRLhF5DmI5Ks,Don't Speak,0.24,0.522,263000,0.707,2.04E-05,5.000,0.156,-7.113,0.000,0.0354,76.05,,https://api.spotify.com/v1/tracks/5PsUB0ISfQxRLhF5DmI5Ks,0.572
3192.000,59WN2psjkt1tyaxjspN8fp,Killing In The Name,0.0266,0.466,313573,0.833,0,7.000,0.0327,-4.215,1.000,0.304,88.785,,https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp,0.661
3193.000,5PntSbMHC1ud6Vvl8x56qd,Loser,0.0341,0.66,235000,0.627,9.64E-05,6.000,0.385,-10.397,0.000,0.124,85.44,,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,0.789
3194.000,7CVYxHq1L0Z4G84jTDS6Jl,Don't Look Back In Anger - Remastered,0.0596,0.333,289559,0.922,2.05E-06,0.000,0.126,-4.087,1.000,0.0592,162.978,,https://api.spotify.com/v1/tracks/7CVYxHq1L0Z4G84jTDS6Jl,0.335
3195.000,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,5.96E-05,0.412,250547,0.882,0.00031,11.000,0.0805,-5.54,0.000,0.0369,158.066,,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,0.356
3196.000,5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,0.0166,0.765,266200,0.788,0.588,3.000,0.0513,-9.896,1.000,0.0332,126.879,,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,0.964
3197.000,73fzhVcs7n1wZz84eoE2vs,Drive,0.0538,0.651,232533,0.793,0.01,4.000,0.137,-7.312,0.000,0.0338,90.573,,https://api.spotify.com/v1/tracks/73fzhVcs7n1wZz84eoE2vs,0.682
3198.000,53968oKecrFxkErocab2Al,November Rain,0.0165,0.197,537507,0.629,0.279,11.000,0.125,-9.291,1.000,0.03,79.495,,https://api.spotify.com/v1/tracks/53968oKecrFxkErocab2Al,0.221
3199.000,2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,0.000203,0.354,318587,0.825,6.95E-05,6.000,0.0758,-5.325,1.000,0.0406,105.495,,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,0.16
3200.000,6txWz9UapYHVxEd7dDIHXT,No Rain,0.619,0.389,217107,0.476,5.09E-05,9.000,0.255,-9.342,1.000,0.0316,148.117,,https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT,0.566
3201.000,4Qbjmdlv1eZDD1u8SWe1pt,Alive,0.00541,0.298,341160,0.825,1.46E-05,2.000,0.44,-8.053,1.000,0.0408,75.592,,https://api.spotify.com/v1/tracks/4Qbjmdlv1eZDD1u8SWe1pt,0.54
3202.000,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,0.00832,0.64,268360,0.864,0,7.000,0.123,-6.576,1.000,0.0315,102.026,,https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl,0.7
3203.000,74X1epeRufHckhuX1KFD04,Hallelujah,0.921,0.339,413320,0.143,0.000636,0.000,0.372,-10.78,1.000,0.0317,101.213,,https://api.spotify.com/v1/tracks/74X1epeRufHckhuX1KFD04,0.0948
3204.000,5xC8uOesnn0udeXAYlAnoY,Alright,0.000479,0.467,180880,0.958,0.199,4.000,0.299,-4.808,0.000,0.0775,145.92,,https://api.spotify.com/v1/tracks/5xC8uOesnn0udeXAYlAnoY,0.701
